backbone,dataset,experiment,n,mean_d_A,mean_d_B,frac_closer_to_B,wilcoxon_p
Moirai2_lr3e-4,Wind,main (swap dynamic),408,0.6671456605306373,0.6536461320460784,0.4877450980392157,0.9852710791967698
Moirai2_lr3e-4,Wind,control (swap invariant),408,0.6663490623651961,0.6560132405121079,0.47794117647058826,0.9548305800948306
Moirai2_lr3e-4,ZafNoo,main (swap dynamic),81,0.3497919113827161,0.5571967012098766,0.32098765432098764,0.0008797393911727854
Moirai2_lr3e-4,ZafNoo,control (swap invariant),81,0.4159727973209877,0.5376605222024691,0.4444444444444444,0.17435551349999168
Moirai2_lr3e-4,CzeLan,main (swap dynamic),242,0.3522720019524794,0.43241407615247934,0.4132231404958678,0.0034660467763770494
Moirai2_lr3e-4,CzeLan,control (swap invariant),242,0.3771379433140496,0.39472353004483474,0.49586776859504134,0.9447840679999432
TimesFM25_lr5e-6,ETTh1,main (swap dynamic),34,0.594168886382353,0.6213370740617647,0.5,0.9059782412368804
TimesFM25_lr5e-6,ETTh1,control (swap invariant),34,0.6047550940588236,0.6085559703529411,0.5294117647058824,0.6853143798653036
TimesFM25_lr5e-6,ETTm1,main (swap dynamic),496,1.097219869941734,1.223126384878226,0.42943548387096775,0.00014017319921560847
TimesFM25_lr5e-6,ETTm1,control (swap invariant),496,1.0952175695505244,1.1840254540576614,0.4475806451612903,0.006283554185162764
TimesFM25_lr5e-6,electricity,main (swap dynamic),1322,0.3647180674574736,0.36052102454401663,0.48789712556732223,0.6841209506630607
TimesFM25_lr5e-6,electricity,control (swap invariant),1322,0.3680472658005371,0.3533236900624357,0.5287443267776096,0.022861662858511673
TimesFM25_lr5e-6,ETTh2,main (swap dynamic),39,0.8886170856666666,0.9446405157846155,0.5384615384615384,0.45955750754728797
TimesFM25_lr5e-6,ETTh2,control (swap invariant),39,0.8627598522564103,0.8986492068717948,0.5384615384615384,0.585392383949511
TimesFM25_lr5e-6,ETTm2,main (swap dynamic),365,1.4563776770972603,1.4288847915315068,0.5260273972602739,0.2940639028414984
TimesFM25_lr5e-6,ETTm2,control (swap invariant),365,1.4477171509780824,1.4207076181671237,0.5232876712328767,0.3042155212570079
TimesFM25_lr5e-6,weather,main (swap dynamic),1236,2.2781914125045306,2.232557208746845,0.5194174757281553,0.08120164556370402
TimesFM25_lr5e-6,weather,control (swap invariant),1236,2.290838421649595,2.2382364902961975,0.5186084142394822,0.04309755344860693
TimesFM25_lr5e-6,exchange_rate,main (swap dynamic),42,2.6355454408809527,2.594360261809524,0.5952380952380952,0.5438852990082523
TimesFM25_lr5e-6,exchange_rate,control (swap invariant),42,2.696854798095238,2.66166147952381,0.5476190476190477,0.6380331310333531
TimesFM25_lr5e-6,traffic,main (swap dynamic),7698,0.17797427351559833,0.23235717030851227,0.3945180566380878,2.245710618506953e-99
TimesFM25_lr5e-6,traffic,control (swap invariant),7698,0.2175772327701216,0.194833082176894,0.5468952974798649,5.382364275257131e-22
TimesFM25_lr5e-6,solar,main (swap dynamic),6841,0.8956583765417642,0.9646425449627591,0.4597281099254495,5.462862350408867e-18
TimesFM25_lr5e-6,solar,control (swap invariant),6841,0.9071529504372198,0.9163401314112981,0.5034351702967402,0.5326997304996826
TimesFM25_lr5e-6,PEMS08,main (swap dynamic),3614,1.275955370204491,1.301281845311624,0.49723298284449363,0.22869145799528512
TimesFM25_lr5e-6,PEMS08,control (swap invariant),3614,1.2856975260075705,1.308002958287579,0.5113447703375761,0.46918013920114665
TimesFM25_lr5e-6,AQWan,main (swap dynamic),296,1.1400129832050676,1.1294647425118243,0.4831081081081081,0.8963502016132282
TimesFM25_lr5e-6,AQWan,control (swap invariant),296,1.1492105541327704,1.1276191351570948,0.49324324324324326,0.7176179933670533
TimesFM25_lr5e-6,Wind,main (swap dynamic),408,1.9177992600538727,1.9755825545539214,0.46568627450980393,0.20737972820848893
TimesFM25_lr5e-6,Wind,control (swap invariant),408,1.9203521361519609,1.9715031730784316,0.4632352941176471,0.27829166532292104
TimesFM25_lr5e-6,ZafNoo,main (swap dynamic),81,0.9785975946543211,1.278233536734568,0.24691358024691357,5.515177870027955e-05
TimesFM25_lr5e-6,ZafNoo,control (swap invariant),81,0.9984792888518518,1.268445866037037,0.30864197530864196,0.0005533028795561857
TimesFM25_lr5e-6,CzeLan,main (swap dynamic),242,1.1279582829008266,1.125353221548347,0.48760330578512395,0.9309199427068475
TimesFM25_lr5e-6,CzeLan,control (swap invariant),242,1.0809186777305786,1.072395275157025,0.48760330578512395,0.9586649386008391
TimesFM25_lr3e-4,ETTh1,main (swap dynamic),34,0.41967837033529404,0.3030897352647059,0.6470588235294118,0.06433000124525279
TimesFM25_lr3e-4,ETTh1,control (swap invariant),34,0.3342496167058824,0.34889580438235296,0.5,0.9193615607218817
TimesFM25_lr3e-4,ETTm1,main (swap dynamic),496,0.403347702515,0.4351290059667339,0.5080645161290323,0.624996311383446
TimesFM25_lr3e-4,ETTm1,control (swap invariant),496,0.326763726388367,0.5142562452870968,0.39314516129032256,8.096674912569342e-09
TimesFM25_lr3e-4,electricity,main (swap dynamic),1322,0.40861780581951596,0.4120755012925265,0.4863842662632375,0.1304704867793434
TimesFM25_lr3e-4,electricity,control (swap invariant),1322,0.3657509236005295,0.4514658893147504,0.4145234493192133,3.729844465285132e-15
TimesFM25_lr3e-4,ETTh2,main (swap dynamic),39,0.4126138332153846,0.32031526395641025,0.717948717948718,0.02050083966605598
TimesFM25_lr3e-4,ETTh2,control (swap invariant),39,0.38756554062820514,0.4382600057692307,0.38461538461538464,0.23569341395341326
TimesFM25_lr3e-4,ETTm2,main (swap dynamic),365,0.49869481977032876,0.36403829562246576,0.6082191780821918,3.578196296485691e-06
TimesFM25_lr3e-4,ETTm2,control (swap invariant),365,0.4317130198206576,0.44197801595684927,0.4931506849315068,0.6570850253469626
TimesFM25_lr3e-4,weather,main (swap dynamic),1236,0.5804987698323706,0.5402245439941423,0.5137540453074434,0.21447589401151457
TimesFM25_lr3e-4,weather,control (swap invariant),1236,0.48767485554051787,0.6079858219490777,0.4215210355987055,2.337984930757816e-08
TimesFM25_lr3e-4,exchange_rate,main (swap dynamic),42,0.7724363147857144,0.6877804989999999,0.5714285714285714,0.4060567470232854
TimesFM25_lr3e-4,exchange_rate,control (swap invariant),42,0.7091640048809523,0.7527884825238095,0.42857142857142855,0.7012093426560568
TimesFM25_lr3e-4,traffic,main (swap dynamic),7698,0.4242755410063961,0.49374901995550663,0.4512860483242401,6.767191173587532e-39
TimesFM25_lr3e-4,traffic,control (swap invariant),7698,0.45339382099215314,0.4522696314760626,0.48636009353078724,0.007887343349727466
TimesFM25_lr3e-4,solar,main (swap dynamic),6841,0.5294450074021859,0.33281797998444324,0.634848706329484,6.28857993411117e-145
TimesFM25_lr3e-4,solar,control (swap invariant),6841,0.3110404554475793,0.5469104162747062,0.3417629001607952,1.1524228885607584e-202
TimesFM25_lr3e-4,PEMS08,main (swap dynamic),3614,0.360119766862363,0.3182157071632291,0.5453790813503043,9.529091975253014e-12
TimesFM25_lr3e-4,PEMS08,control (swap invariant),3614,0.31140363927230214,0.34151928533883347,0.46458218040951854,2.0439819263051765e-07
TimesFM25_lr3e-4,AQWan,main (swap dynamic),296,0.4935213454635811,0.44326129504358114,0.4966216216216216,0.35967520413073883
TimesFM25_lr3e-4,AQWan,control (swap invariant),296,0.4757649696003378,0.49473945787499995,0.4797297297297297,0.39147027002425827
TimesFM25_lr3e-4,Wind,main (swap dynamic),408,0.48464423951455887,0.4972629205039216,0.5,0.8538639618225081
TimesFM25_lr3e-4,Wind,control (swap invariant),408,0.45675734548098035,0.5290565482813725,0.44607843137254904,0.053813254080910575
TimesFM25_lr3e-4,ZafNoo,main (swap dynamic),81,0.5342708464320988,0.501115603308642,0.49382716049382713,0.7902251536091984
TimesFM25_lr3e-4,ZafNoo,control (swap invariant),81,0.42130193442962965,0.5542614946419752,0.43209876543209874,0.04615644734017576
TimesFM25_lr3e-4,CzeLan,main (swap dynamic),242,0.3452787445313141,0.3262888376099174,0.5041322314049587,0.7443411492027756
TimesFM25_lr3e-4,CzeLan,control (swap invariant),242,0.3305081307483471,0.4091780039842975,0.44214876033057854,0.05342948443391184
